location,lat,long,alt,year,bloom_date,bloom_doy,new_location,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Japan_bdod_15-30cm_mean,Japan_cec_15-30cm_mean,Japan_cfvo_15-30cm_mean,Japan_clay_15-30cm_mean,Japan_nitrogen_15-30cm_mean,Japan_ocd_15-30cm_mean,Japan_ocs_0-30cm_mean,Japan_phh2o_15-30cm_mean,Japan_sand_15-30cm_mean,Japan_silt_15-30cm_mean,Japan_soc_15-30cm_mean,MeteoSwiss_bdod_15-30cm_mean,MeteoSwiss_cec_15-30cm_mean,MeteoSwiss_cfvo_15-30cm_mean,MeteoSwiss_clay_15-30cm_mean,MeteoSwiss_nitrogen_15-30cm_mean,MeteoSwiss_ocd_15-30cm_mean,MeteoSwiss_ocs_0-30cm_mean,MeteoSwiss_phh2o_15-30cm_mean,MeteoSwiss_sand_15-30cm_mean,MeteoSwiss_silt_15-30cm_mean,MeteoSwiss_soc_15-30cm_mean,South Korea_bdod_15-30cm_mean,South Korea_cec_15-30cm_mean,South Korea_cfvo_15-30cm_mean,South Korea_clay_15-30cm_mean,South Korea_nitrogen_15-30cm_mean,South Korea_ocd_15-30cm_mean,South Korea_ocs_0-30cm_mean,South Korea_phh2o_15-30cm_mean,South Korea_sand_15-30cm_mean,South Korea_silt_15-30cm_mean,South Korea_soc_15-30cm_mean
kyoto,35.0119831,135.6761135,44,894,894-04-16,106,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,895,895-04-14,104,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,896,896-04-13,104,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,902,902-04-12,102,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,908,908-04-07,98,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,912,912-04-04,95,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,913,913-04-20,110,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,917,917-04-05,95,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,923,923-04-14,104,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,926,926-04-08,98,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,930,930-04-07,97,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,933,933-04-16,106,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,941,941-04-19,109,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,949,949-04-17,107,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,950,950-04-05,95,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,955,955-03-30,89,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,957,957-04-22,112,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,958,958-04-19,109,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,959,959-04-07,97,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,960,960-04-10,101,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,961,961-03-28,87,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,963,963-04-04,94,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,965,965-04-14,104,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,966,966-04-08,98,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,967,967-04-13,103,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,969,969-04-08,98,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,972,972-04-16,107,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,974,974-04-18,108,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,975,975-04-11,101,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,977,977-04-22,112,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,979,979-04-14,104,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,985,985-04-04,94,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,989,989-04-10,100,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,991,991-04-14,104,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1000,1000-04-15,105,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1004,1004-04-26,117,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1006,1006-04-10,100,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1007,1007-04-16,106,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1014,1014-04-25,115,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1016,1016-04-20,111,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1017,1017-04-09,99,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1018,1018-04-23,113,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1019,1019-04-08,98,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1029,1029-04-26,116,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1031,1031-04-07,97,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1032,1032-04-20,111,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1033,1033-04-12,102,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1034,1034-04-06,96,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1036,1036-04-13,104,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1041,1041-04-13,103,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1046,1046-04-13,103,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1048,1048-04-21,112,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1050,1050-04-15,105,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1060,1060-04-17,108,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1061,1061-04-02,92,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1066,1066-04-15,105,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1071,1071-04-23,113,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1073,1073-04-13,103,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1080,1080-04-11,102,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyoto,35.0119831,135.6761135,44,1083,1083-04-06,96,Kyoto,153,89,27,8199,323,3,320,256,51,259,51,1735,247,67,42,666,228,641,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
